entry_date,exit_date,code,entry_price,exit_price,gross_return,net_return,score,factors,exit_reason,industry
2026-03-02,2026-03-02,001896,13.5,12.82,-5.0,-5.2,77.01731054278207,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.3449911785919584, 'sentiment': 2.137918091118341, 'valuation': 0.10846007860222992, 'liquidity': 1.3977607107888228}",止损(-5%),其他
2026-03-03,2026-03-03,600722,11.47,11.23,-2.18,-2.38,74.07843822691149,"{'trend': 2.794965967812273, 'momentum': 3.0, 'quality': 1.1556336183575224, 'sentiment': 3.0, 'valuation': -0.3036111794966709, 'liquidity': -0.2416846620719231}",T+1平仓,其他
2026-03-03,2026-03-03,601872,19.11,18.15,-5.0,-5.2,73.54224404165981,"{'trend': 2.992096201514501, 'momentum': 3.0, 'quality': -0.09729170300544639, 'sentiment': 3.0, 'valuation': 0.21630172217714508, 'liquidity': 0.47261691973413844}",止损(-5%),其他
2026-03-04,2026-03-04,001896,13.45,14.1,4.88,4.68,80.04240278644357,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.337708199323863, 'sentiment': 2.9491700248576564, 'valuation': 0.10892385110573419, 'liquidity': 2.2112493861500346}",T+1平仓,其他
2026-03-04,2026-03-04,002378,38.95,44.49,14.2,14.0,79.03314521490414,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.597371848590481, 'sentiment': 3.0, 'valuation': -0.2525814820391895, 'liquidity': 1.6658494101668422}",T+1平仓,其他
2026-03-05,2026-03-05,003035,8.44,8.86,4.97,4.77,77.15854539883989,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.9123159727034835, 'sentiment': 1.9898496079741927, 'valuation': -0.036079372941675014, 'liquidity': 0.8684493210750199}",T+1平仓,其他
2026-03-05,2026-03-05,002350,13.47,14.07,4.51,4.31,75.20857026462859,"{'trend': 2.573856576047619, 'momentum': 2.9523088856482755, 'quality': 0.8233768430675173, 'sentiment': 2.049515892257551, 'valuation': -0.187037832276053, 'liquidity': 2.882585169215487}",T+1平仓,其他
2026-03-06,2026-03-06,001896,14.19,15.71,10.64,10.44,80.19040188413177,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.3451337693188739, 'sentiment': 3.0, 'valuation': 0.10643443415512702, 'liquidity': 2.223798182473186}",T+1平仓,其他
2026-03-06,2026-03-06,600722,11.64,13.41,15.15,14.95,79.58141728669652,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.1607566678233987, 'sentiment': 3.0, 'valuation': -0.30028423892455913, 'liquidity': 3.0}",T+1平仓,其他
2026-03-06,2026-03-06,600821,8.16,8.51,4.25,4.05,79.51183557701808,"{'trend': 2.728295308677799, 'momentum': 2.8671387210017216, 'quality': 1.1991704785322204, 'sentiment': 3.0, 'valuation': 0.2227451931690891, 'liquidity': 2.57342700908458}",T+1平仓,其他
2026-03-09,2026-03-09,003035,8.82,9.47,7.47,7.27,79.21491830895894,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.943523686442935, 'sentiment': 3.0, 'valuation': -0.036582882222557345, 'liquidity': 0.6627305975318734}",T+1平仓,其他
2026-03-09,2026-03-09,600821,9.56,9.36,-2.18,-2.38,78.01500202813526,"{'trend': 2.876013164653943, 'momentum': 3.0, 'quality': 1.203219879974213, 'sentiment': 3.0, 'valuation': 0.21983590425621424, 'liquidity': 1.0785301209880984}",T+1平仓,其他
2026-03-09,2026-03-09,000899,14.43,14.78,2.42,2.22,77.23664204718723,"{'trend': 2.759766100962205, 'momentum': 2.5725708883086678, 'quality': 2.4235639314783333, 'sentiment': 1.2929883453418234, 'valuation': 0.28024785938290814, 'liquidity': 1.432266730668859}",T+1平仓,其他
2026-03-10,2026-03-10,000533,18.21,17.3,-5.0,-5.2,77.35874361539717,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.677039110562695, 'sentiment': 2.2410701307716274, 'valuation': -0.0922657606005168, 'liquidity': 1.2080105141829862}",止损(-5%),其他
2026-03-10,2026-03-10,002350,13.83,15.05,8.84,8.64,77.10193978239977,"{'trend': 3.0, 'momentum': 3.0, 'quality': 0.8198620716544961, 'sentiment': 3.0, 'valuation': -0.18230952825364966, 'liquidity': 1.7928547681314928}",T+1平仓,其他
2026-03-11,2026-03-11,000899,14.57,15.97,9.64,9.44,80.79424125026955,"{'trend': 2.8592405488337764, 'momentum': 2.5323708989050666, 'quality': 2.4066444028731944, 'sentiment': 3.0, 'valuation': 0.2858444077318354, 'liquidity': 1.1274790996111543}",T+1平仓,其他
2026-03-11,2026-03-11,600722,12.35,13.85,12.07,11.87,79.20751758733692,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.1575964081706946, 'sentiment': 3.0, 'valuation': -0.3011521359344642, 'liquidity': 2.758789847085487}",T+1平仓,其他
2026-03-11,2026-03-11,002015,18.21,19.21,5.48,5.28,78.43574394099576,"{'trend': 3.0, 'momentum': 3.0, 'quality': 0.4402989847811225, 'sentiment': 2.991222770215695, 'valuation': 0.1495531657253833, 'liquidity': 2.7906241709939614}",T+1平仓,其他
2026-03-12,2026-03-12,600821,9.92,10.75,8.39,8.19,81.20732133683231,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.1842879072067902, 'sentiment': 3.0, 'valuation': 0.22427173091862104, 'liquidity': 2.9877616149707125}",T+1平仓,其他
2026-03-12,2026-03-12,000533,17.47,18.67,6.84,6.64,80.28390547141132,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.6820308104546073, 'sentiment': 2.354155824179996, 'valuation': -0.10301252145249791, 'liquidity': 3.0}",T+1平仓,其他
2026-03-13,2026-03-13,600722,16.18,16.75,3.57,3.37,79.38562377642532,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.1435463025711246, 'sentiment': 3.0, 'valuation': -0.30046575026054445, 'liquidity': 2.904254746329048}",T+1平仓,其他
2026-03-13,2026-03-13,600714,24.58,24.58,-0.0,-0.2,78.29921921879466,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.6458895527140418, 'sentiment': 2.0298200614090223, 'valuation': -0.30046575026054445, 'liquidity': 2.630568448842579}",T+1平仓,其他
2026-03-16,2026-03-16,000533,16.97,16.13,-5.0,-5.2,81.54864693266582,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.6682618903734965, 'sentiment': 3.0, 'valuation': -0.10188045618945549, 'liquidity': 2.899668420075798}",止损(-5%),其他
2026-03-16,2026-03-16,600722,17.13,18.2,6.26,6.06,79.48357136632978,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.1347690144870604, 'sentiment': 3.0, 'valuation': -0.30691189237713196, 'liquidity': 3.0}",T+1平仓,其他
2026-03-17,2026-03-17,000533,18.61,17.68,-5.0,-5.2,81.70951359378952,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.6743839993604788, 'sentiment': 3.0, 'valuation': -0.10454613476397455, 'liquidity': 3.0}",止损(-5%),其他
2026-03-17,2026-03-17,600722,17.49,19.14,9.46,9.26,78.86972048311385,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.141732151889921, 'sentiment': 2.721684105423905, 'valuation': -0.30975506991990004, 'liquidity': 3.0}",T+1平仓,其他
2026-03-17,2026-03-17,600367,27.01,28.43,5.24,5.04,77.81766857092732,"{'trend': 2.085205372718692, 'momentum': 3.0, 'quality': 1.077736479759973, 'sentiment': 3.0, 'valuation': 0.10961433783044264, 'liquidity': 3.0}",T+1平仓,其他
2026-03-18,2026-03-18,600821,9.9,10.34,4.42,4.22,78.91954095147533,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.1611002849487502, 'sentiment': 2.45646075077513, 'valuation': 0.22568468652908505, 'liquidity': 2.741465760570302}",T+1平仓,其他
2026-03-18,2026-03-18,001896,14.03,14.06,0.22,0.02,73.27935618893522,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.3033281578713043, 'sentiment': 0.4032747082902735, 'valuation': 0.11166129135938484, 'liquidity': 2.0950056143364137}",T+1平仓,其他
2026-03-19,2026-03-19,600821,10.13,11.02,8.72,8.52,81.14390473717322,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.1583845001901074, 'sentiment': 3.0, 'valuation': 0.22291707886763423, 'liquidity': 3.0}",T+1平仓,其他
2026-03-19,2026-03-19,001896,14.03,14.74,5.01,4.81,79.5685402540726,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.3002739372104208, 'sentiment': 2.901892557479795, 'valuation': 0.1100281922832132, 'liquidity': 2.038917074174776}",T+1平仓,其他
2026-03-19,2026-03-19,603393,41.78,41.47,-0.76,-0.96,78.84536294881374,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.7072892768869616, 'sentiment': 3.0, 'valuation': 0.25780305975525075, 'liquidity': 0.3000572925914015}",T+1平仓,其他
2026-03-20,2026-03-20,001896,14.66,15.05,2.68,2.48,76.16236029773165,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.308484499733179, 'sentiment': 1.6836482295974393, 'valuation': 0.10811760000957313, 'liquidity': 2.186061957764706}",T+1平仓,其他
2026-03-20,2026-03-20,603393,40.44,42.03,3.94,3.74,75.77395630880417,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.715052295216952, 'sentiment': 1.3935718648684248, 'valuation': 0.25701871321124686, 'liquidity': 1.5054259988643062}",T+1平仓,其他
2026-03-23,2026-03-23,601330,9.59,10.27,7.0,6.8,79.08346181995002,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.8219661667738496, 'sentiment': 3.0, 'valuation': 0.25669797490845575, 'liquidity': 1.330359489260307}",T+1平仓,其他
2026-03-23,2026-03-23,001896,15.12,16.03,6.0,5.8,78.95348301132465,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.3012824509600254, 'sentiment': 3.0, 'valuation': 0.11363714902947539, 'liquidity': 2.1999168734720502}",T+1平仓,其他
2026-03-24,2026-03-24,600821,10.31,9.79,-5.0,-5.2,79.4863351627447,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.129222756038378, 'sentiment': 2.4907128813460657, 'valuation': 0.23865250218441583, 'liquidity': 3.0}",止损(-5%),其他
2026-03-24,2026-03-24,000601,7.57,7.99,5.52,5.32,77.5949904135134,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.1601178105333454, 'sentiment': 2.460355232748557, 'valuation': -0.3418458591753343, 'liquidity': 3.0}",T+1平仓,其他
2026-03-25,2026-03-25,000601,8.68,8.79,1.28,1.08,79.37125994654618,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.1279597741974483, 'sentiment': 3.0, 'valuation': -0.31418799118932306, 'liquidity': 2.9532963983478657}",T+1平仓,其他
2026-03-25,2026-03-25,000539,7.0,7.38,5.46,5.26,76.57244082911765,"{'trend': 2.552442793259555, 'momentum': 3.0, 'quality': 0.851927664323565, 'sentiment': 3.0, 'valuation': 0.11175521189165051, 'liquidity': 1.6827092137955588}",T+1平仓,其他
2026-03-25,2026-03-25,600396,8.1,8.25,1.85,1.65,76.12747795870673,"{'trend': 3.0, 'momentum': 3.0, 'quality': 0.4547955625034679, 'sentiment': 3.0, 'valuation': -0.3437718086165766, 'liquidity': 2.1962711313640364}",T+1平仓,其他
2026-03-26,2026-03-26,600722,17.17,17.65,2.84,2.64,78.47726684427244,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.1467384016749869, 'sentiment': 2.7384631707206553, 'valuation': -0.3878034351189091, 'liquidity': 2.859279873655153}",T+1平仓,其他
2026-03-26,2026-03-26,000899,14.06,15.0,6.69,6.49,77.24893341168784,"{'trend': 2.150092491052976, 'momentum': 1.7633215213429154, 'quality': 2.3706928763704065, 'sentiment': 3.0, 'valuation': 0.32194209609405866, 'liquidity': 1.3355183987426416}",T+1平仓,其他
2026-03-26,2026-03-26,603538,34.04,35.23,3.49,3.29,75.7968039683041,"{'trend': 3.0, 'momentum': 3.0, 'quality': 0.13458225695248946, 'sentiment': 3.0, 'valuation': -0.12340087446731142, 'liquidity': 2.17550654723238}",T+1平仓,其他
2026-03-27,2026-03-27,600982,6.5,7.27,11.82,11.62,80.50151895807313,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.0909198519450805, 'sentiment': 3.0, 'valuation': 0.25527193334232084, 'liquidity': 3.0}",T+1平仓,其他
2026-03-27,2026-03-27,001896,15.14,16.36,8.01,7.81,78.5544946228285,"{'trend': 3.0, 'momentum': 2.5507222036316453, 'quality': 1.320801256761137, 'sentiment': 3.0, 'valuation': 0.10903042164334428, 'liquidity': 2.4078582631211956}",T+1平仓,其他
2026-03-30,2026-03-30,002432,68.7,74.67,8.69,8.49,75.98773082654503,"{'trend': 3.0, 'momentum': 3.0, 'quality': -0.12866409029649828, 'sentiment': 3.0, 'valuation': 0.2745894409320094, 'liquidity': 2.0333031830923276}",T+1平仓,其他
2026-03-30,2026-03-30,603538,43.57,42.63,-2.18,-2.38,75.38339268299268,"{'trend': 3.0, 'momentum': 3.0, 'quality': 0.14261456101424497, 'sentiment': 3.0, 'valuation': -0.10045270361680879, 'liquidity': 1.8379380738669084}",T+1平仓,其他
2026-03-30,2026-03-30,003036,24.46,26.8,9.59,9.39,75.00296649356504,"{'trend': 2.6989178228719615, 'momentum': 2.9553338091219272, 'quality': 0.567304762981918, 'sentiment': 3.0, 'valuation': -0.1878797320489974, 'liquidity': 1.578957907750704}",T+1平仓,其他
2026-03-31,2026-03-31,605299,19.64,21.1,7.39,7.19,76.41737719258981,"{'trend': 3.0, 'momentum': 3.0, 'quality': 0.15184183163537848, 'sentiment': 3.0, 'valuation': -0.14880609006237955, 'liquidity': 2.605513311913872}",T+1平仓,其他
2026-03-31,2026-03-31,002580,16.3,17.42,6.87,6.67,74.52831130125728,"{'trend': 2.072547864140491, 'momentum': 2.269829679292679, 'quality': 0.45261517880499086, 'sentiment': 3.0, 'valuation': 0.1985684646707639, 'liquidity': 3.0}",T+1平仓,其他
2026-04-01,2026-04-01,600666,5.98,6.21,3.83,3.63,77.61521784765782,"{'trend': 3.0, 'momentum': 3.0, 'quality': 0.5737445680197366, 'sentiment': 3.0, 'valuation': -0.17271338521164656, 'liquidity': 3.0}",T+1平仓,其他
2026-04-01,2026-04-01,002432,77.73,80.05,2.99,2.79,75.80468492314009,"{'trend': 3.0, 'momentum': 3.0, 'quality': -0.14794891412768407, 'sentiment': 3.0, 'valuation': 0.2457406483548184, 'liquidity': 2.4597119946824226}",T+1平仓,其他
2026-04-02,2026-04-02,603538,38.75,42.06,8.54,8.34,77.19100767048798,"{'trend': 3.0, 'momentum': 3.0, 'quality': 0.14290356524864217, 'sentiment': 3.0, 'valuation': -0.07923434175265086, 'liquidity': 3.0}",T+1平仓,其他
2026-04-02,2026-04-02,605299,21.14,22.69,7.32,7.12,76.63132421516295,"{'trend': 3.0, 'momentum': 3.0, 'quality': 0.15818023894010483, 'sentiment': 3.0, 'valuation': -0.11460252353474866, 'liquidity': 2.6670607126312498}",T+1平仓,其他
2026-04-02,2026-04-02,688799,62.99,62.91,-0.12,-0.32,75.31539227166095,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.1951135909334847, 'sentiment': 1.2938480243047836, 'valuation': 0.17621845637960354, 'liquidity': 1.6934920500239496}",T+1平仓,其他
2026-04-03,2026-04-03,002038,8.69,8.88,2.15,1.95,73.67185227864678,"{'trend': 2.5673595320292324, 'momentum': 3.0, 'quality': -0.0004680670393927481, 'sentiment': 2.4727912255757003, 'valuation': -0.18228667893298145, 'liquidity': 3.0}",T+1平仓,其他
2026-04-03,2026-04-03,688307,79.67,86.03,7.99,7.79,73.49119176711697,"{'trend': 3.0, 'momentum': 3.0, 'quality': 0.05472754550748338, 'sentiment': 3.0, 'valuation': -0.2409087293813625, 'liquidity': 1.8477224139900665}",T+1平仓,其他
2026-04-07,2026-04-07,605162,12.93,12.28,-5.0,-5.2,75.75173555823653,"{'trend': 2.7920995750096167, 'momentum': 3.0, 'quality': -0.08589628432125954, 'sentiment': 3.0, 'valuation': 0.17538556168413694, 'liquidity': 2.728142267842144}",止损(-5%),其他
2026-04-07,2026-04-07,603687,15.36,16.2,5.49,5.29,75.71119505816729,"{'trend': 3.0, 'momentum': 3.0, 'quality': -0.010988869607044137, 'sentiment': 3.0, 'valuation': 0.0035950227487853187, 'liquidity': 2.6098332197506515}",T+1平仓,其他
