entry_date,exit_date,code,entry_price,exit_price,gross_return,net_return,score,factors,exit_reason
2026-02-13,2026-02-13,301526,12.72,12.65,-0.59,-0.79,77.7197467900019,"{'trend': np.float64(2.991246307741206), 'momentum': np.float64(3.0), 'quality': np.float64(1.2854535384113057), 'sentiment': np.float64(3.0), 'valuation': np.float64(-1.0367842494852075), 'liquidity': np.float64(3.0)}",T+1平仓
2026-02-13,2026-02-13,300017,22.53,22.5,-0.16,-0.36,77.58217641924607,"{'trend': np.float64(3.0), 'momentum': np.float64(3.0), 'quality': np.float64(1.2308430559005648), 'sentiment': np.float64(3.0), 'valuation': np.float64(-1.0367842494852075), 'liquidity': np.float64(3.0)}",T+1平仓
2026-02-13,2026-02-13,002455,14.15,13.45,-5.0,-5.2,77.5729784827067,"{'trend': np.float64(3.0), 'momentum': np.float64(3.0), 'quality': np.float64(-0.5874969300894545), 'sentiment': np.float64(3.0), 'valuation': np.float64(0.7784897576583569), 'liquidity': np.float64(3.0)}",止损(-5%)
2026-02-24,2026-02-24,002842,37.51,35.81,-4.51,-4.71,77.8550235583819,"{'trend': np.float64(3.0), 'momentum': np.float64(3.0), 'quality': np.float64(-0.6143999335074266), 'sentiment': np.float64(3.0), 'valuation': np.float64(0.8994077863013956), 'liquidity': np.float64(3.0)}",T+1平仓
2026-02-24,2026-02-24,301526,13.38,15.17,13.39,13.19,77.48571873035591,"{'trend': np.float64(3.0), 'momentum': np.float64(3.0), 'quality': np.float64(1.2907900044848613), 'sentiment': np.float64(2.936347104230739), 'valuation': np.float64(-1.0345286180101914), 'liquidity': np.float64(2.906769057608492)}",T+1平仓
2026-02-24,2026-02-24,300749,30.69,34.36,11.94,11.74,77.4821052247294,"{'trend': np.float64(3.0), 'momentum': np.float64(3.0), 'quality': np.float64(1.269236918461314), 'sentiment': np.float64(3.0), 'valuation': np.float64(-1.0345286180101914), 'liquidity': np.float64(2.8519868822506815)}",T+1平仓
2026-02-24,2026-02-24,300017,22.54,21.42,-5.0,-5.2,77.40549057984519,"{'trend': np.float64(3.0), 'momentum': np.float64(3.0), 'quality': np.float64(1.2321736036885154), 'sentiment': np.float64(2.9166913879156526), 'valuation': np.float64(-1.0345286180101914), 'liquidity': np.float64(3.0)}",止损(-5%)
2026-02-24,2026-02-24,002378,31.95,30.47,-4.64,-4.84,76.4991207810266,"{'trend': np.float64(3.0), 'momentum': np.float64(3.0), 'quality': np.float64(-0.45909238224342075), 'sentiment': np.float64(3.0), 'valuation': np.float64(0.7996908730677432), 'liquidity': np.float64(1.984883539035756)}",T+1平仓
2026-02-25,2026-02-25,603331,20.01,20.03,0.1,-0.1,76.70171720825539,"{'trend': np.float64(2.566675857099693), 'momentum': np.float64(3.0), 'quality': np.float64(-0.613706753606621), 'sentiment': np.float64(3.0), 'valuation': np.float64(0.9476032992587264), 'liquidity': np.float64(3.0)}",T+1平仓
2026-02-25,2026-02-25,300749,36.05,34.24,-5.0,-5.2,75.41899582078602,"{'trend': np.float64(3.0), 'momentum': np.float64(3.0), 'quality': np.float64(1.236839373979666), 'sentiment': np.float64(2.182834306855797), 'valuation': np.float64(-1.0355508533781963), 'liquidity': np.float64(2.76916871237071)}",止损(-5%)
2026-02-25,2026-02-25,002498,7.84,8.19,4.52,4.32,75.27445175633105,"{'trend': np.float64(3.0), 'momentum': np.float64(3.0), 'quality': np.float64(-0.6613824785413043), 'sentiment': np.float64(3.0), 'valuation': np.float64(0.9455722605859825), 'liquidity': np.float64(1.2812549401313433)}",T+1平仓
2026-02-25,2026-02-25,300812,42.54,40.42,-5.0,-5.2,75.23049057009325,"{'trend': np.float64(2.086817722327819), 'momentum': np.float64(3.0), 'quality': np.float64(1.3588966544147976), 'sentiment': np.float64(3.0), 'valuation': np.float64(-1.0355508533781963), 'liquidity': np.float64(3.0)}",止损(-5%)
2026-02-25,2026-02-25,603163,132.12,129.93,-1.66,-1.86,74.85278478223286,"{'trend': np.float64(3.0), 'momentum': np.float64(3.0), 'quality': np.float64(-0.5463283141038028), 'sentiment': np.float64(3.0), 'valuation': np.float64(0.907713915669131), 'liquidity': np.float64(0.8457519850245836)}",T+1平仓
2026-02-26,2026-02-26,301526,15.18,15.58,2.7,2.5,77.6177134435015,"{'trend': np.float64(3.0), 'momentum': np.float64(3.0), 'quality': np.float64(1.2493259753981336), 'sentiment': np.float64(3.0), 'valuation': np.float64(-1.043421494230967), 'liquidity': np.float64(3.0)}",T+1平仓
2026-02-26,2026-02-26,001896,11.05,12.12,9.65,9.45,77.49707370215623,"{'trend': np.float64(3.0), 'momentum': np.float64(3.0), 'quality': np.float64(-0.4838455877104561), 'sentiment': np.float64(2.736654593826602), 'valuation': np.float64(0.926024040069841), 'liquidity': np.float64(2.84204367264548)}",T+1平仓
2026-02-26,2026-02-26,300749,35.03,33.28,-5.0,-5.2,77.31681324598523,"{'trend': np.float64(3.0), 'momentum': np.float64(3.0), 'quality': np.float64(1.2481926629454456), 'sentiment': np.float64(3.0), 'valuation': np.float64(-1.043421494230967), 'liquidity': np.float64(2.8016664932278594)}",止损(-5%)
2026-02-26,2026-02-26,002165,12.69,12.61,-0.67,-0.87,77.28367090680406,"{'trend': np.float64(2.9172374864481556), 'momentum': np.float64(3.0), 'quality': np.float64(-0.4085305614033848), 'sentiment': np.float64(2.749131867689447), 'valuation': np.float64(0.7740011431228307), 'liquidity': np.float64(3.0)}",T+1平仓
2026-02-26,2026-02-26,300164,14.38,14.8,2.86,2.66,77.14485628955731,"{'trend': np.float64(3.0), 'momentum': np.float64(3.0), 'quality': np.float64(1.0917069240834003), 'sentiment': np.float64(3.0), 'valuation': np.float64(-1.043421494230967), 'liquidity': np.float64(3.0)}",T+1平仓
2026-02-27,2026-02-27,300658,21.71,21.95,1.09,0.89,78.80513615086915,"{'trend': np.float64(1.7357556106411554), 'momentum': np.float64(3.0), 'quality': np.float64(1.0901500957971781), 'sentiment': np.float64(3.0), 'valuation': np.float64(0.7758063438513808), 'liquidity': np.float64(3.0)}",T+1平仓
2026-02-27,2026-02-27,600759,6.07,6.2,2.27,2.07,77.7527704926172,"{'trend': np.float64(3.0), 'momentum': np.float64(3.0), 'quality': np.float64(-0.6005035074195638), 'sentiment': np.float64(3.0), 'valuation': np.float64(0.9162940869957926), 'liquidity': np.float64(2.8702658359256823)}",T+1平仓
2026-02-27,2026-02-27,300739,32.73,32.28,-1.39,-1.59,77.52444641909179,"{'trend': np.float64(2.8990137401753655), 'momentum': np.float64(3.0), 'quality': np.float64(1.3157451193905239), 'sentiment': np.float64(3.0), 'valuation': np.float64(-1.039943386535291), 'liquidity': np.float64(3.0)}",T+1平仓
2026-02-27,2026-02-27,300164,14.82,15.05,1.55,1.35,77.24618529443568,"{'trend': np.float64(3.0), 'momentum': np.float64(3.0), 'quality': np.float64(1.1220051513471834), 'sentiment': np.float64(3.0), 'valuation': np.float64(-1.039943386535291), 'liquidity': np.float64(3.0)}",T+1平仓
2026-02-27,2026-02-27,002498,8.39,8.25,-1.63,-1.83,76.72689339313581,"{'trend': np.float64(3.0), 'momentum': np.float64(3.0), 'quality': np.float64(-0.6588584318253023), 'sentiment': np.float64(3.0), 'valuation': np.float64(0.9428483999154026), 'liquidity': np.float64(2.249948992577009)}",T+1平仓
2026-03-02,2026-03-02,301312,92.66,88.03,-5.0,-5.2,82.31526494331264,"{'trend': np.float64(3.0), 'momentum': np.float64(3.0), 'quality': np.float64(1.2271650329135257), 'sentiment': np.float64(3.0), 'valuation': np.float64(0.7762286344527132), 'liquidity': np.float64(2.5367226274759473)}",止损(-5%)
2026-03-02,2026-03-02,300739,31.55,31.64,0.28,0.08,77.49984005887998,"{'trend': np.float64(3.0), 'momentum': np.float64(3.0), 'quality': np.float64(1.277241634809271), 'sentiment': np.float64(3.0), 'valuation': np.float64(-1.041126036323568), 'liquidity': np.float64(2.8609955089485855)}",T+1平仓
2026-03-02,2026-03-02,301317,57.06,54.2,-5.0,-5.2,76.12058604407963,"{'trend': np.float64(2.5785737379081777), 'momentum': np.float64(2.8979276779077687), 'quality': np.float64(1.2459685546777715), 'sentiment': np.float64(3.0), 'valuation': np.float64(-1.041126036323568), 'liquidity': np.float64(3.0)}",止损(-5%)
