entry_date,exit_date,code,entry_price,exit_price,gross_return,net_return,score,factors,exit_reason
2026-04-01,2026-04-01,002730,26.08,29.12,11.68,11.48,73.87131187905348,"{'trend': 3.0, 'momentum': 3.0, 'quality': -0.7097701087711346, 'sentiment': 3.0, 'valuation': -0.15729651972404726, 'liquidity': 2.6483411763593447}",T+1平仓
2026-04-01,2026-04-01,688314,50.05,56.15,12.2,12.0,73.06910430089154,"{'trend': 3.0, 'momentum': 3.0, 'quality': -0.6686905708777785, 'sentiment': 3.0, 'valuation': 0.12181128665273774, 'liquidity': 1.4731614357111058}",T+1平仓
2026-04-02,2026-04-02,300834,41.05,39.0,-5.0,-5.2,74.87613503052702,"{'trend': 1.8685487746234788, 'momentum': 3.0, 'quality': 1.316039615913507, 'sentiment': 3.0, 'valuation': -0.2920727566528644, 'liquidity': 1.799058752583106}",止损(-5%)
2026-04-02,2026-04-02,603538,38.55,42.28,9.67,9.47,74.86945933458381,"{'trend': 3.0, 'momentum': 3.0, 'quality': -0.6309458800527442, 'sentiment': 3.0, 'valuation': -0.07923434175265086, 'liquidity': 3.0}",T+1平仓
2026-04-02,2026-04-02,605299,20.93,22.92,9.49,9.29,74.26984907296097,"{'trend': 3.0, 'momentum': 3.0, 'quality': -0.6289781417938889, 'sentiment': 3.0, 'valuation': -0.11460252353474866, 'liquidity': 2.6670607126312498}",T+1平仓
2026-04-02,2026-04-02,603016,46.79,51.05,9.11,8.91,72.43100751224719,"{'trend': 3.0, 'momentum': 3.0, 'quality': -0.6358654022419837, 'sentiment': 3.0, 'valuation': -0.14610422288133174, 'liquidity': 1.5179442584114236}",T+1平仓
2026-04-02,2026-04-02,688268,90.29,95.4,5.66,5.46,71.90957491895962,"{'trend': 3.0, 'momentum': 2.6686528081374483, 'quality': -0.6742372986949033, 'sentiment': 3.0, 'valuation': -0.07442417546846809, 'liquidity': 1.6007270154269806}",T+1平仓
2026-04-03,2026-04-03,300834,47.05,46.67,-0.79,-0.99,78.59806927247655,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.2512688290208724, 'sentiment': 3.0, 'valuation': -0.29447288894832585, 'liquidity': 2.1517876348392693}",T+1平仓
2026-04-03,2026-04-03,300720,58.66,61.75,5.27,5.07,77.09158491266157,"{'trend': 3.0, 'momentum': 3.0, 'quality': 1.3674122359559346, 'sentiment': 2.7888933884901737, 'valuation': -0.29447288894832585, 'liquidity': 1.2318378316905658}",T+1平仓
2026-04-03,2026-04-03,002980,42.42,46.04,8.54,8.34,73.65893624353966,"{'trend': 3.0, 'momentum': 2.8901881747824443, 'quality': -0.835756463560651, 'sentiment': 3.0, 'valuation': -0.10308059445564519, 'liquidity': 2.8150160162187006}",T+1平仓
2026-04-03,2026-04-03,688677,63.8,69.79,9.38,9.18,73.04033227010166,"{'trend': 2.965367644352575, 'momentum': 3.0, 'quality': -0.6970056074129113, 'sentiment': 3.0, 'valuation': 0.10859518096710291, 'liquidity': 1.6063070775875674}",T+1平仓
2026-04-03,2026-04-03,301312,105.92,114.51,8.11,7.91,72.86328892016681,"{'trend': 1.4344076494498215, 'momentum': 1.9717088119806918, 'quality': 1.3201442633005387, 'sentiment': 3.0, 'valuation': -0.29447288894832585, 'liquidity': 2.8644713478694372}",T+1平仓
2026-04-07,2026-04-07,605162,12.8,12.16,-5.0,-5.2,74.48501029194699,"{'trend': 2.7920995750096167, 'momentum': 3.0, 'quality': -0.669886173299162, 'sentiment': 3.0, 'valuation': 0.17538556168413694, 'liquidity': 2.728142267842144}",止损(-5%)
2026-04-07,2026-04-07,603687,15.21,16.36,7.62,7.42,74.4444134271501,"{'trend': 3.0, 'momentum': 3.0, 'quality': -0.6603738235740783, 'sentiment': 3.0, 'valuation': 0.0035950227487853187, 'liquidity': 2.6098332197506515}",T+1平仓
2026-04-07,2026-04-07,605299,19.14,23.04,20.37,20.17,73.80287318612102,"{'trend': 3.0, 'momentum': 3.0, 'quality': -0.6345198705164841, 'sentiment': 3.0, 'valuation': -0.11028394243454052, 'liquidity': 2.3581897499827233}",T+1平仓
2026-04-07,2026-04-07,002980,47.77,50.65,6.03,5.83,73.0585182606911,"{'trend': 3.0, 'momentum': 3.0, 'quality': -0.8386680720853986, 'sentiment': 3.0, 'valuation': -0.09769248185767195, 'liquidity': 2.2450666150135463}",T+1平仓
2026-04-07,2026-04-07,600488,7.31,7.66,4.86,4.66,71.87989525624174,"{'trend': 3.0, 'momentum': 3.0, 'quality': -0.8008626334521467, 'sentiment': 3.0, 'valuation': -0.284497484402676, 'liquidity': 1.7573170732041339}",T+1平仓
