date,code,market_state,score,turnover_score,lowvol_score,reversal_score,entry_price,exit_price,net_return
2024-02-08,603001,bull,82.60615185050072,100.0,46.04802197883168,95.97248418950406,3.7504,4.1008,0.09063003412969273
2024-01-23,002399,bull,81.73283113523809,100.0,54.33875493221152,84.7706821852488,8.9895,8.9112,-0.011510161855498136
2024-01-18,688538,bull,81.53250296314134,100.0,67.69068840151202,70.75098814229247,2.18,2.12,-0.030322935779816537
2024-01-18,600739,bull,81.32172505063559,100.0,70.39280736842883,67.3462761336898,10.4861,10.131,-0.036663876941856376
2024-02-08,603117,bull,81.27688041450381,100.0,53.0441468362248,84.54545454545453,2.54,2.94,0.1546803149606299
2024-01-23,300381,bull,81.2020473631337,100.0,57.9519766284174,79.38818124869493,5.7761,6.04,0.042888267169889804
2024-01-23,300639,bull,81.12168992161952,100.0,57.75264531108592,79.3196544276458,7.3755,7.6032,0.028072483221476572
2024-01-23,600021,bull,80.95501178477065,100.0,70.89439316649353,65.622312782742,7.1884,7.7107,0.06985872795058712
2024-01-23,300741,bull,80.94840608565198,100.0,64.61822844943306,71.87645850274019,17.7522,18.7271,0.052117137030903316
2024-01-18,601880,bull,80.81141037514489,100.0,78.89717768098795,57.140856902828325,1.3604,1.3118,-0.038524786827403686
2024-01-18,601933,bull,80.78079692684523,100.0,71.60151876638969,64.3344709897611,2.65,2.55,-0.040535849056603804
2024-01-18,600681,bull,80.7715199881145,100.0,75.88033502118024,60.02473160586813,3.3204,3.2324,-0.02930283098421866
2024-01-26,002399,bull,80.73119186932628,100.0,52.43686982809562,83.33376973632532,8.9112,8.0201,-0.10279775563336024
2024-01-10,600848,bull,80.62525794035052,100.0,70.90130440583074,64.51622206200433,9.3958,9.5397,0.012515353668660504
2024-01-10,601880,bull,80.60044926027115,100.0,77.32851912223572,58.006311745334806,1.3798,1.409,0.01836248731700255
2024-01-10,688538,bull,80.50250042152884,100.0,69.83323746216487,65.17509727626458,2.31,2.32,0.0015290043290042362
2024-01-15,688538,bull,80.48300925765653,100.0,70.35192450347247,64.59143968871595,2.32,2.18,-0.06314482758620676
2024-01-10,600999,bull,80.36660213572442,100.0,72.86312045937373,61.692219993041,12.4548,12.2461,-0.019556591836079287
2024-01-10,600352,bull,80.2743996565894,100.0,72.17814164756805,62.06985720772996,7.2897,7.4173,0.014704149690659446
2024-01-02,601880,bull,80.05545916642323,100.0,78.51682510285973,55.00137211855104,1.409,1.3993,-0.009684315117104358
2024-01-02,002936,bull,79.96215342782182,100.0,79.5699683347302,53.6372097580092,1.9919,2.0117,0.007140258045082493
2024-01-05,601880,bull,79.90660372368745,100.0,77.98713431297527,55.034878099316245,1.3993,1.3798,-0.016735539198170564
2024-01-15,600999,bull,79.82554020297343,100.0,72.37001801071202,60.38178266586607,12.2461,12.4548,0.014242160361257895
2024-01-05,601933,bull,79.79940439021664,100.0,70.6646813007221,62.000000000000014,2.76,2.76,-0.0028
2024-01-15,000958,bull,79.7868380322102,100.0,73.52258119085225,59.1002122498484,3.7175,3.5734,-0.04156260928043037
2024-01-02,688538,bull,79.78569623158107,100.0,72.81129513091125,59.80769230769231,2.43,2.43,-0.0028
2024-01-05,002120,bull,79.7766477182187,100.0,58.92514139612703,73.66368433126864,6.6084,6.5512,-0.011455650384359289
2024-01-15,603826,bull,79.70943966209792,100.0,62.77106543823951,69.59373343542022,36.9028,37.5371,0.01438839762836433
2024-02-08,002951,bull,79.67606737517997,100.0,32.253557917266534,100.0,4.7519,4.9679,0.04265550200972247
2024-01-05,000089,bull,79.65524850176148,100.0,74.7977805056505,57.38638116688777,6.163,6.1146,-0.010653318189193574
2024-01-15,601718,bull,79.59824076846523,100.0,74.90158572222865,57.09255017265548,2.7866,2.6482,-0.052466259958372154
2024-01-02,002958,bull,79.5668044133046,100.0,79.07711150333938,52.81223654100927,2.4442,2.4815,0.012460616970788034
2024-01-02,000089,bull,79.54247203275698,100.0,73.62405204894236,58.18418806024758,6.2017,6.163,-0.009040224454584954
2024-01-05,600739,bull,79.52521224320436,100.0,70.17521090076258,61.57549657658531,11.443,11.1766,-0.026080608232106887
2024-01-26,300639,bull,78.88324874179862,100.0,54.15136967986927,75.45945945945947,7.6032,6.7914,-0.10957083333333331
2024-01-26,603826,bull,78.78590178869301,100.0,52.29014521069954,76.99619408494382,34.3229,33.4961,-0.026888873609164688
2024-01-26,603001,bull,78.63499553971684,100.0,64.19360352104013,64.5897149446827,5.01,4.527,-0.09920718562874245
2024-01-26,300381,bull,78.49155155523728,100.0,54.770833492332,73.53433835845895,6.04,5.2679,-0.13063112582781455
2024-02-08,600226,bull,78.28125576859934,100.0,64.81348822091252,62.79069767441862,2.36,2.43,0.026861016949152664
2024-02-08,300983,bull,78.22544094329794,100.0,35.440100115336534,91.9780363623233,15.9547,17.0928,0.06853321215691925
2024-03-18,601006,bull,77.76089797571545,100.0,70.53305577962115,55.33660413943034,6.5655,6.6014,0.0026679765440560236
2024-02-21,603001,bull,77.41535640767606,100.0,39.87651798908023,84.84133670317328,4.1008,4.2618,0.036460632071790997
