date,code,score,return,net_return
2024-04-10,600585,76.62479632974006,0.042716838834215225,0.03991683883421523
2024-04-10,601211,76.532576142731,-0.001493568914699784,-0.004293568914699784
2024-04-10,601166,76.2419350921748,0.0031806244528742077,0.00038062445287420773
2024-04-10,600887,76.07833105898838,-0.005515984558497511,-0.00831598455849751
2024-04-10,002936,75.18310162701007,-0.010299089726918096,-0.013099089726918096
2024-04-15,601211,75.45481780522722,0.009006643593109685,0.006206643593109684
2024-04-15,600887,75.31837348342464,0.02440740362000198,0.02160740362000198
2024-04-15,601166,75.23686700665279,0.03361063439890639,0.030810634398906387
2024-04-15,002936,75.08993218746207,0.005203132390813065,0.002403132390813065
2024-04-15,000776,74.70485054493476,0.011639767698205142,0.008839767698205141
2024-04-18,600887,75.52289866193563,0.007941958617164785,0.005141958617164785
2024-04-18,601211,74.91991359197914,-0.009675358981839978,-0.012475358981839978
2024-04-18,002936,74.32177747794762,-0.020704799749032773,-0.023504799749032773
2024-04-18,000776,74.25580716827945,-0.01074149665395463,-0.01354149665395463
2024-04-18,688271,73.36794475090366,0.028806177237462,0.026006177237462
2024-04-23,601211,75.33342375628386,0.04132494625368263,0.038524946253682635
