date,code,score,turnover_score,lowvol_score,reversal_score,entry_price,exit_price,net_return
2025-04-01,600004,79.28264362945545,100.0,83.52364446598293,50.164560221204766,8.9231,8.304,-0.07218171711624878
2025-04-01,601916,79.13958029785022,100.0,86.86392371097325,45.79068999669859,2.8026,2.7261,-0.030096082209376932
2025-06-23,600436,79.11646986690138,100.0,79.10906870834307,54.76098606327106,195.7331,197.6029,0.006752804303411113
2025-06-18,600436,79.1146156019679,100.0,78.92936207186182,54.964462922720855,196.9337,195.7331,-0.00889646799912854
2025-06-13,600436,78.99029682683056,100.0,78.18440164501348,55.419187503586144,198.2228,196.9337,-0.009303288219115151
2025-04-01,600016,78.37623069490544,100.0,74.87818531685889,57.22955278001613,3.7798,3.6363,-0.04076497169162389
2025-04-01,601997,78.26724106907847,100.0,83.44372802659132,46.873120865904994,5.6023,5.326,-0.05211902968423683
2025-04-01,600009,78.06732658439074,100.0,80.98627380040179,49.073769180833736,32.0842,30.1749,-0.06230904183367519
2025-06-13,600519,77.86299520201976,100.0,63.453722747052964,68.84730746850408,1376.0878,1374.2073,-0.004166555244512729
2025-06-13,000858,77.78500338400814,100.0,65.39063171420365,66.3276076134562,113.4769,112.7244,-0.009431305578492167
2025-06-10,600436,77.61604263046169,100.0,75.83498057719956,53.57933142813947,198.8625,198.2228,-0.006016795524545879
2025-06-05,600436,77.36773470152802,100.0,75.28834943145316,53.389374668398084,200.0631,198.8625,-0.008801106650851558
2025-06-13,600809,77.35699248231796,100.0,54.59647791538925,77.49408403977242,167.5943,173.8142,0.03431283736976733
2025-06-23,600519,77.22498361703433,100.0,65.30951513280766,64.55551106850552,1369.3855,1396.2235,0.01679857176813977
2025-06-18,600519,76.91132433846282,100.0,63.83779692239824,65.22698471874479,1374.2073,1369.3855,-0.006308786483669487
2025-06-23,600674,76.8904733567824,100.0,67.20437817813348,61.2298033147856,15.5455,15.7015,0.007235058377022211
2025-06-13,002304,76.85971379152741,100.0,67.31570943995808,60.99738495847361,61.6244,64.2021,0.039029210507526245
2025-05-19,000895,76.85215473256247,100.0,64.80934205791968,63.896283374301916,24.0302,24.1081,0.00044175412605802853
2025-06-18,600674,76.8079845846815,100.0,67.77787639658658,60.28575948625402,15.8965,15.5455,-0.02488033214858611
2025-05-27,000895,76.61779965491748,100.0,66.03104736353984,61.689776925595105,23.6599,23.7281,8.251429634110585e-05
2025-06-18,000858,76.59327717347928,100.0,65.22758165755141,62.54541197778765,112.7244,112.6767,-0.0032231559449418766
2025-05-06,002304,76.5810618838438,100.0,63.12407633302766,64.9587838909471,66.413,66.4226,-0.00265544998720121
2025-04-07,600016,76.55910362258705,100.0,65.6094108570317,61.98603274208649,3.6363,3.7224,0.02087791436350138
2025-06-18,600905,76.42926643644532,100.0,71.99107473232692,54.10796760043634,4.1907,4.1611,-0.009863259121387694
2025-05-30,600436,76.40343175179908,100.0,74.96750738476945,50.5493472237659,200.8011,200.0631,-0.006475278671282177
2025-05-27,002304,76.38719916677567,100.0,64.75010728166532,62.4155387273094,64.0862,63.4297,-0.013044015092172859
2025-05-19,600436,76.3072889716732,100.0,73.85329040312914,51.52879110192671,203.5664,203.1531,-0.004830295765902391
2025-05-30,000895,76.25829073168254,100.0,66.5872383738866,59.84252433607409,23.7281,23.9815,0.00787932114244289
2025-05-27,600436,76.24312601084068,100.0,74.37836698175819,50.702325224084404,200.8208,200.8011,-0.0028980974082365983
2025-06-23,000858,76.14779617874453,100.0,64.80545976392352,61.55295087123769,112.6767,114.058,0.009458967470648415
2025-04-28,002304,76.13922574796433,100.0,65.91154937214154,60.23394489238267,69.2224,66.413,-0.04338512851331356
2025-06-23,600585,76.13001408006534,100.0,63.602586873023725,62.89702891502342,20.6733,21.2097,0.023146510716721587
2025-04-07,601006,76.12909111578335,100.0,73.86521227551535,50.9208893978433,6.2488,6.4516,0.029654231212392756
2025-05-06,601916,76.05329248024526,100.0,75.30532365174848,48.98809734044433,2.8504,2.927,0.024073421274207127
2025-05-06,601009,76.03998412268882,100.0,74.0305926615185,50.43092230385779,9.9615,10.2103,0.022176158209105158
2025-04-07,600009,76.01668896720547,100.0,68.22233078033054,57.129577313632595,30.1749,32.4975,0.0741712575683764
2025-04-07,601916,75.96835498948636,100.0,74.19529996996103,50.0,2.7261,2.7739,0.014734206375407951
2025-04-23,601009,75.84992176508156,100.0,73.73371195999508,50.14374193027761,9.9041,10.0572,0.012658244565382037
2025-04-07,600926,75.82632612093792,100.0,66.2978967781917,58.74020749523608,13.3434,13.881,0.03748958136606857
2025-05-22,600436,75.79717934037436,100.0,73.98084883116634,49.679607498220456,203.1531,200.8208,-0.014280504112415729
2025-04-23,601916,75.79494847213404,100.0,75.00314101967608,48.479497050824726,2.86,2.8983,0.010591608391608392
2025-05-14,000895,75.76143107177461,100.0,64.25998654366828,60.90145260496905,24.1374,24.0302,-0.007241240564435227
2025-06-05,600674,75.73736745847401,100.0,67.14779391309943,57.45213196296406,15.8575,15.9648,0.003966514267696699
2025-04-15,601916,75.72750270330593,100.0,74.83281970248356,48.45338602478895,2.8122,2.8791,0.020989204181779533
2025-05-22,002304,75.64804032151561,100.0,63.96819920216911,60.86390200252139,65.4089,64.0862,-0.023022018716107404
2025-05-22,000895,75.60469000296567,100.0,64.9375782903536,59.58845867113969,24.1081,23.6599,-0.021391261858047707
2025-05-27,000538,75.58479528121379,100.0,70.79116296195606,52.692960815097244,55.1712,55.4856,0.002898625369758119
2025-05-09,002304,75.54527125489919,100.0,63.2132936692682,61.40206156885111,66.4226,67.3205,0.01071798935904335
2025-05-06,002252,75.52355290605136,100.0,67.09696146138795,56.79872131521862,6.6896,6.6995,-0.0013200908873476544
2025-05-19,002304,75.5158458096501,100.0,63.58666946229018,60.868371659495125,65.3799,65.4089,-0.002356438599630829
2025-05-19,601009,75.49573192107032,100.0,73.69904026773534,49.00355942454317,10.1529,10.4208,0.02358654965576329
2025-05-30,601398,75.48254443092598,100.0,69.27135346456919,54.12523572775587,6.8071,6.8263,2.0584389828218023e-05
2025-04-10,601916,75.43837373425117,100.0,74.47637744822782,47.90547209123809,2.7739,2.8122,0.01100727495583835
2025-06-05,000538,75.39400349035158,100.0,70.44461246536969,52.46129709157395,55.3578,55.6034,0.001636592494643992
2025-06-10,600674,75.39247411865401,100.0,67.13306296198756,56.31967360652788,15.9648,15.8965,-0.007078161956303912
2025-06-10,600905,75.34912236662676,100.0,71.52732518542672,51.04852850575804,4.1907,4.1808,-0.005162373827761477
2025-04-23,002304,75.34012570801598,100.0,65.23998301420207,58.353772176817515,70.2265,69.2224,-0.017098021402177355
2025-04-15,600436,75.31044924315736,100.0,70.16538502391555,52.50854828262307,202.5036,204.0781,0.004975170416723457
2025-05-27,605368,75.30384733715563,100.0,66.04224692269987,57.29686971403556,9.5613,9.5613,-0.0028
2025-04-15,002304,75.26398184769344,100.0,63.286479856473385,60.37904632642587,70.9119,70.7188,-0.005523097251660175
2025-04-28,601009,75.2380614631523,100.0,73.71899648529525,48.1213756443299,10.0572,9.9615,-0.012315570934256134
2025-06-05,600905,75.22252658211974,100.0,71.4655774686704,50.6985815602837,4.2103,4.1907,-0.007455250219699429
2025-04-15,601658,75.20262385520664,100.0,68.1848129212276,54.459797775923306,4.9995,5.1048,0.018262106210621007
