date,code,score,turnover_score,lowvol_score,reversal_score,entry_price,exit_price,net_return
2025-01-10,600905,79.58604767193609,100.0,71.48133612272689,65.22526676327229,4.0923,4.1021,-0.0004052586565011719
2025-01-10,600925,79.25075383760098,100.0,71.22969540108409,64.40120149073852,4.8755,4.9048,0.0032096400369193124
2025-01-10,600916,78.86980665070749,100.0,69.47389018707806,65.17981695076723,7.925,8.0689,0.015357728706624538
2025-01-10,600004,78.6249250108159,100.0,68.95303499114388,64.97120921305181,8.8641,9.1,0.023812966911474272
2025-01-10,600116,78.56303634161269,100.0,69.62519676664414,63.98072491095747,6.4922,6.581,0.010877952003943191
2025-01-07,600905,78.5580752563777,100.0,71.5770867963295,61.6869829255413,4.1907,4.0923,-0.026280564106235194
2025-01-23,600905,78.45594122965265,100.0,71.60897267500656,61.30933597800118,4.1021,4.1316,0.004391438531483785
2025-02-05,600925,78.20365752424152,100.0,72.42617335685799,59.514989497804095,4.9048,4.9537,0.007169825477083797
2025-01-15,600905,78.18151008812436,100.0,70.82488369921141,61.30933597800118,4.1021,4.1415,0.00680483654713431
2025-03-06,600925,78.07990301766581,100.0,76.93849874675917,53.83809485433372,4.8364,4.895,0.0093164502522536
2025-01-23,601006,78.06041684312366,100.0,69.58241525029291,62.35523835173713,6.1329,6.2681,0.01924503579057205
2025-03-06,600116,78.05118587387727,100.0,77.51911632044971,53.06498387239962,6.6205,6.6698,0.004646567479797683
2025-01-02,600905,78.02809822389642,100.0,70.81711072931084,60.80703156212546,4.1808,4.1907,-0.0004320321469575149
2025-01-07,600925,77.94216319610385,100.0,71.18564494570104,60.09062488369497,5.0123,4.8755,-0.030092859565468956
2025-03-11,600116,77.94064705365344,100.0,78.32539068773977,51.75586770981507,6.6698,6.7389,0.007560130738552837
2025-03-06,000513,77.77426244420165,100.0,72.22792210072075,58.31496569649799,33.4695,33.6154,0.0015591926978295047
2025-01-15,600925,77.77194864153577,100.0,70.96780629957301,59.77738812228407,4.9048,4.9537,0.007169825477083797
2025-01-07,601006,77.74436183062919,100.0,72.22979824427182,58.213108150446836,6.3357,6.0267,-0.05157124863866663
2025-01-23,600028,77.7217717302038,100.0,65.32005244255421,66.1991779176994,5.7942,5.7846,-0.00445682924303611
2025-02-05,600028,77.66079689960124,100.0,65.63848892492327,65.62441925292697,5.7846,5.8711,0.01215349721674792
2025-01-15,601006,77.57632999473056,100.0,68.69698219401879,61.77462075607995,6.1232,6.1232,-0.0028
2025-01-20,601006,77.56400947385299,100.0,69.52929085522464,60.762525581747894,6.1232,6.1329,-0.0012158609877187603
2025-01-02,601006,77.54560051565487,100.0,72.57963267558256,57.14243026400324,6.3744,6.3357,-0.00887115963855414
2025-03-11,600925,77.53398903513217,100.0,76.6468466807915,52.3586423228505,4.895,4.9439,0.007189785495403597
2025-01-20,600905,77.5315294235626,100.0,71.18500161225293,58.72259619758028,4.1415,4.1021,-0.01231346130628991
2025-03-06,001286,77.52732751923591,100.0,73.05425292103484,56.52779665624575,8.4442,8.521,0.006295000118424531
2025-01-23,000041,77.49066420791311,100.0,68.13293158762849,62.147127174143826,2424.5294,2424.5058,-0.002809733847731435
2025-03-03,001286,77.46049555068575,100.0,72.58368735951962,56.85401658284626,8.425,8.4442,-0.0005210682492582004
2025-03-19,600116,77.44197866493363,100.0,79.73769966042812,48.445945945945944,6.729,6.7882,0.005997741120523063
2025-02-05,600905,77.3952115650311,100.0,71.8730318601362,57.46550137994481,4.1316,4.2005,0.013876348145996753
2025-03-11,601009,77.35571500567664,100.0,72.09522514286839,57.07462068557571,9.6649,9.751,0.0061085246614036425
2025-01-02,600925,77.34089201016901,100.0,70.40321851748762,58.99921843016115,5.0514,5.0123,-0.010540428396088283
2025-03-11,600009,77.3296377287057,100.0,74.93163890614161,53.67854703852044,31.7102,31.9562,0.004957756179399647
2025-01-23,600925,77.32359606640263,100.0,71.7610016719226,57.357484937432396,4.9244,4.9048,-0.006780180326537346
2025-03-24,600116,77.29849434534962,100.0,80.08411527405289,47.56351333143706,6.7882,6.7685,-0.005702094811584718
2025-03-03,600116,77.29527942789026,100.0,77.03284469744708,51.11261261261262,6.6106,6.6205,-0.001302405227967201
2025-01-20,600925,77.26589134757086,100.0,71.1753723665346,57.84837006427914,4.9537,4.9244,-0.008714770777398732
2025-03-14,600116,77.1474985669118,100.0,78.32234524165023,49.115592441114124,6.7389,6.729,-0.004269082491207767
2025-03-11,001286,77.11769116572543,100.0,73.54445159978111,54.5904436860068,8.521,8.7516,0.02426255134373888
2025-03-03,600004,77.06176407798762,100.0,73.20307425186762,54.80229363277984,8.9133,8.9624,0.0027086219469782276
2025-03-03,300294,77.0468936398853,100.0,70.76829441186807,57.5933019857716,27.2368,27.79,0.017510756035951373
2025-03-03,600925,77.04506865532015,100.0,75.99234607870221,51.49249175924795,4.8657,4.8364,-0.008821744045050066
2025-01-15,600116,77.03184408085248,100.0,68.81699436741314,59.819653507526255,6.581,6.6304,0.004706457985108561
2025-03-24,600009,77.0214406446514,100.0,75.75531864098139,51.690263734359725,31.9562,32.1826,0.004284697179264172
2025-03-06,001872,76.98953973359926,100.0,66.53635344565981,62.33938675872774,17.9704,18.0379,0.0009561768241107041
2025-03-24,600004,76.96273180641056,100.0,75.49407872603862,51.799347507656805,8.9035,8.9722,0.0049160667153368386
2025-02-26,600900,76.95823204676238,100.0,71.18192966540369,56.815188879570314,26.7474,26.2247,-0.022342086333624965
2025-01-07,600004,76.95185388745514,100.0,68.39030182435536,60.05082749643588,9.0312,8.8641,-0.021302524581450925
2025-01-15,600916,76.89037631795493,100.0,69.61493143126845,58.41716772336993,8.0689,8.0977,0.0007692597503997302
2025-02-13,600028,76.88849697617876,100.0,66.86017945827184,61.62478055261202,5.8327,5.775,-0.01269250261456952
2025-03-14,600004,76.86273668437983,100.0,74.53202944626773,52.58842126062042,8.9526,8.9526,-0.0028
2025-03-19,000513,76.82281110158719,100.0,72.92739931580729,54.32740447018214,34.0432,34.0335,-0.003084932086290427
2025-03-14,600900,76.80002504860246,100.0,73.10779416755082,54.04099029986562,26.5732,26.7474,0.0037554769466981402
2025-01-07,600116,76.75335069311475,100.0,69.47335773144309,58.12558495703224,6.6698,6.4922,-0.02942748508201145
2025-02-05,000537,76.74892540382166,100.0,62.44448858483036,66.31118133043678,8.1232,8.3953,0.03069665156588536
2025-03-14,600009,76.74535016670696,100.0,74.38858737505423,52.36448195145992,31.9562,32.0546,0.0002792146750865746
2025-02-05,000041,76.73585072529038,100.0,67.53010145756747,60.334384050472536,2424.5058,2429.533,-0.0007265052696512446
2025-03-14,600925,76.73342149493538,100.0,76.38120427124397,50.0,4.9439,5.0123,0.011035231295131287
2025-02-26,600925,76.70390856079855,100.0,76.04412165474449,50.29488660545995,4.9244,4.8657,-0.01472023393712939
2025-03-19,600900,76.64669304356337,100.0,74.11778206943606,52.35156439753584,26.7474,26.8152,-0.0002651741851543753
2025-02-21,600925,76.62299337301457,100.0,74.04260058348282,52.36027722931861,4.8853,4.9244,0.005203602644668773
2025-02-10,600925,76.61356678410849,100.0,73.31038867950869,53.18310248760149,4.9537,4.9341,-0.006756638472253166
2025-02-26,600004,76.57214039239483,100.0,73.29815602263011,53.05928594824762,8.9722,8.9133,-0.00936472214172681
2025-01-20,600916,76.53808519259643,100.0,70.42330437356783,56.29976220615899,8.0977,8.0689,-0.0063565654445089815
2025-03-24,600905,76.47597307490399,100.0,75.94630311676545,49.64922328012026,4.2005,4.1808,-0.007489917866920669
2025-01-20,600116,76.46894980983231,100.0,69.47358053541613,57.1773220747889,6.6304,6.6008,-0.007264285714285758
2025-03-24,601065,76.40037514015161,100.0,77.06075400016378,48.09703746698095,8.5492,8.6661,0.010873794039208268
