date,code,score,turnover_score,lowvol_score,reversal_score,entry_price,exit_price,net_return
2025-09-15,000101,84.85172918272791,100.0,99.73925871812953,49.80996210460859,249.898,249.9506,-0.002589514121761629
2025-09-18,000101,84.8514990807684,100.0,99.73856696178977,49.81000214713997,249.9506,250.0268,-0.0024951397596165
2025-09-23,000101,84.84969468686245,100.0,99.74145624310366,49.80061667258722,250.0268,250.0483,-0.002714009218211795
2025-09-10,000116,84.84762137730743,100.0,99.4102255725008,50.18014142310718,198.2723,198.3061,-0.002629527372204866
2025-09-10,000101,84.84641374640574,100.0,99.7329482237844,49.79960622693738,249.8171,249.898,-0.0024761630809100516
2025-09-02,000101,84.84260439195135,100.0,99.7510649639745,49.76577218186762,249.762,249.7509,-0.0028444423090782382
2025-09-05,000101,84.83742563208988,100.0,99.72889323712498,49.77437666365381,249.7509,249.8171,-0.00253493589012088
2025-08-25,000101,84.83251033328526,100.0,99.73736699454305,49.74810628398399,249.6904,249.7155,-0.0026994755104722463
2025-09-15,000116,84.83141689305377,100.0,99.40879168685238,50.12779934218483,198.3061,198.2634,-0.0030153236839411215
2025-09-18,000116,84.83139215777368,100.0,99.4005409324596,50.13734277137607,198.2634,198.3101,-0.0025644547606869673
2025-08-28,000101,84.8304867797496,100.0,99.73244190427404,49.747107044178954,249.7155,249.762,-0.002613788090847349
2025-08-20,000101,84.82828308633398,100.0,99.73336419233587,49.738685396721436,249.6165,249.6904,-0.0025039458529383714
2025-09-23,000116,84.82300961431288,100.0,99.4080128940174,50.10068367135599,198.3101,198.1284,-0.0037162417849620688
2025-08-15,000101,84.82011205527554,100.0,99.72875470003157,49.71682636754837,249.54,249.6165,-0.002493435922096618
2025-08-12,000101,84.81872400705926,100.0,99.72269604058033,49.71926797618717,249.4579,249.54,-0.002470886349961268
2025-08-07,000101,84.81466716467258,100.0,99.7219007112481,49.7066730524525,249.3728,249.4579,-0.002458743856587475
2025-09-05,000116,84.80402914848722,100.0,99.31389765508074,50.1472165640299,198.2883,198.2723,-0.0028806905904180486
2025-08-04,000101,84.78782282740848,100.0,99.72975076399493,49.60803353336751,249.3574,249.3728,-0.002738241255322683
2025-09-02,000116,84.78491332332115,100.0,99.30298255766075,50.09623142713297,198.3006,198.2883,-0.0028620270437911452
2025-07-30,000101,84.77923293801022,100.0,99.7264717707795,49.583226060791354,249.2787,249.3574,-0.0024842891109427873
2025-07-25,000101,84.77562028091664,100.0,99.73710180774216,49.558782160689645,249.2136,249.2787,-0.00253877830102381
2025-07-04,000101,84.77380536426233,100.0,99.7305390902554,49.56038894224312,248.6503,248.8238,-0.0021022328949531995
2025-08-28,000116,84.77340658960692,100.0,99.42169401256598,49.91937895069611,198.4419,198.3006,-0.0035120472037407477
2025-07-17,000101,84.77213251694413,100.0,99.73762209421889,49.54654927989173,249.0466,249.1625,-0.002334625246841426
2025-07-01,000101,84.77209589999889,100.0,99.71148327002496,49.576922518300485,248.5615,248.6503,-0.002442744350995661
2025-08-25,000116,84.7709969616633,100.0,99.41746708954302,49.91627826774416,198.4463,198.4419,-0.00282217224508597
2025-07-22,000101,84.7702939835714,100.0,99.73587378263522,49.54246053216363,249.1625,249.2136,-0.002594912958410598
2025-07-09,000101,84.76913655156218,100.0,99.72587639599611,49.55026604321187,248.8238,248.9714,-0.002206809155715881
2025-08-20,000116,84.76530168474456,100.0,99.40755656157008,49.90885629398346,198.4337,198.4463,-0.0027365027210598785
2025-07-14,000101,84.76259517883977,100.0,99.7294042759363,49.52434560754021,248.9714,249.0466,-0.0024979572754138682
2025-08-15,000116,84.7324341107404,100.0,99.42064333723076,49.7840298090321,198.5072,198.4337,-0.003170263647867806
2025-08-12,000116,84.72145736055703,100.0,99.41170552556777,49.757868088694394,198.497,198.5072,-0.0027486138329546666
2025-08-07,000116,84.68330949513084,100.0,99.39853450552684,49.64607472732149,198.4751,198.497,-0.002689658702779258
2025-08-04,000116,84.68070095951336,100.0,99.38230205729111,49.65631746487155,198.427,198.4751,-0.0025575934726624647
2025-07-30,000116,84.66041997400492,100.0,99.36794361221544,49.60546569909839,198.3358,198.427,-0.00234017378607399
2025-07-25,000116,84.6414053715975,100.0,99.35360378502314,49.55881348946467,198.3211,198.3358,-0.0027258777810328563
2025-07-22,000116,84.62790423365001,100.0,99.34041906108982,49.5291918742286,198.3125,198.3211,-0.002756634100220605
2025-07-17,000116,84.62479697928272,100.0,99.31393720958528,49.54972985309291,198.2079,198.3125,-0.0022722712868659374
2025-07-09,000116,84.59956968992546,100.0,99.26886050128581,49.5182283815848,197.9992,198.1553,-0.002011612976213999
2025-07-04,000116,84.59698379562323,100.0,99.25898304735256,49.521132430166105,197.8763,197.9992,-0.0021789049016986087
2025-07-14,000116,84.5867979066196,100.0,99.2839787820257,49.458017776368635,198.1553,198.2079,-0.0025345516370241725
2025-07-01,000116,84.57604218783489,100.0,99.20409146899485,49.51536724562233,197.7966,197.8763,-0.002397060819043532
2025-09-18,600377,81.41048989341846,100.0,77.34960113433023,64.46043165467626,12.56,12.82,0.01790063694267514
2025-07-04,600436,81.18297448812869,100.0,86.27302566247931,53.29138502086976,195.1919,194.9655,-0.003959884196014345
2025-07-01,600436,81.18074813499983,100.0,85.85473388983186,53.7719709118623,196.4712,195.1919,-0.009311386910651568
2025-09-23,600012,81.158703806066,100.0,67.97077647780304,74.5631067961165,12.92,13.31,0.02738575851393193
2025-09-23,601000,81.1536936386501,100.0,81.4102717613789,58.866995073891616,3.82,3.81,-0.005417801047120363
2025-09-23,600035,81.14989083618954,100.0,77.76816100980264,63.10344827586205,3.97,3.96,-0.005318891687657489
2025-07-01,000883,81.09574492743138,100.0,88.32936257274383,50.601560089903494,4.52,4.57,0.008261946902655025
2025-07-14,600436,80.94267993630714,100.0,86.4362713611324,52.29994986636932,194.6408,194.9951,-0.000979723881118476
2025-07-09,600436,80.91617788035585,100.0,85.98732811117576,52.735376804814436,194.9655,194.6408,-0.0044654228568643105
2025-07-17,600436,80.72961584107229,100.0,86.54599141509073,51.461729485968476,194.9951,201.6966,0.031567530261016725
2025-09-10,605368,80.71028335088343,100.0,85.33898553387175,52.80546138009442,9.5805,9.6574,0.005226720943583339
